;2025;2030;2035;2040;2045;2050
0;5,91071E-05;5,11749E-05;4,00543E-05;3,66366E-05;3,49853E-05;3,49853E-05
1;4,43098E-05;4,2911E-05;4,69706E-05;4,82126E-05;5,00786E-05;5,00786E-05
2;5,05307E-05;4,28744E-05;5,82747E-05;5,4441E-05;4,4181E-05;4,4181E-05
3;5,54279E-05;5,66049E-05;4,4707E-05;4,56648E-05;4,52678E-05;4,52678E-05
4;5,61069E-05;4,93383E-05;5,302E-05;4,55903E-05;5,06426E-05;5,06426E-05
5;5,17584E-05;5,01177E-05;6,0472E-05;4,46135E-05;5,36936E-05;5,36936E-05
6;2,83883E-05;1,40598E-05;2,51312E-05;1,23887E-05;1,47338E-05;1,47338E-05
7;1,65539E-05;1,06418E-05;4,8551E-06;6,22361E-06;6,24857E-06;6,24857E-06
8;1,9059E-05;3,7485E-05;3,27248E-05;2,25574E-05;4,03214E-05;4,03214E-05
9;5,53527E-05;0,00010264;8,57727E-05;8,0942E-05;0,000107067;0,000107067
10;9,82262E-05;0,000123742;0,000104263;0,000109398;0,000125031;0,000125031
11;0,000119947;0,000149104;0,000142451;0,000146266;0,000150889;0,000150889
12;0,000135233;0,000164462;0,000130213;0,000141851;0,000164138;0,000164138
13;0,000145198;0,000153311;0,000126256;0,000162211;0,00014588;0,00014588
14;0,000148916;0,00013756;0,0001406;0,000167385;0,000151479;0,000151479
15;0,000148223;0,000159429;0,000167532;0,000147924;0,000162095;0,000162095
16;0,000156469;0,000156178;0,000162866;0,000156459;0,000156181;0,000156181
17;0,000165049;0,000149738;0,000139083;0,000135733;0,000159833;0,000159833
18;0,000204955;0,000224406;0,00023464;0,000215617;0,0002221;0,0002221
19;0,000184149;0,000215832;0,000184239;0,000200295;0,000180397;0,000180397
20;0,000165363;0,000155256;0,000139032;0,000157107;0,000148955;0,000148955
21;0,000133131;0,000129701;0,000105633;0,000106783;0,000130201;0,000130201
22;0,000159142;0,000178682;0,000171866;0,000150447;0,00016141;0,00016141
23;0,000148783;0,000129464;0,000119725;0,000127003;0,000135945;0,000135945
24;7,79193E-05;3,63058E-05;4,54304E-05;3,58181E-05;3,82201E-05;3,82201E-05
25;6,14878E-05;4,40912E-05;4,97046E-05;5,32068E-05;5,71723E-05;5,71723E-05
26;5,98267E-05;5,57373E-05;5,39513E-05;5,19395E-05;4,7972E-05;4,7972E-05
27;5,6793E-05;4,93607E-05;5,66895E-05;5,99834E-05;4,98549E-05;4,98549E-05
28;5,50658E-05;4,19898E-05;3,39128E-05;3,72985E-05;3,84713E-05;3,84713E-05
29;6,11484E-05;8,35711E-05;7,46321E-05;7,91085E-05;8,45444E-05;8,45444E-05
30;5,37471E-05;3,94908E-05;4,74202E-05;4,83714E-05;5,06446E-05;5,06446E-05
31;4,06931E-05;4,0055E-05;3,27047E-05;4,58924E-05;4,39655E-05;4,39655E-05
32;6,82286E-05;0,000101234;9,8495E-05;9,80614E-05;0,0001085;0,0001085
33;0,000126059;0,000154218;0,000150625;0,000152019;0,000155175;0,000155175
34;0,000109748;8,67107E-05;0,0001095;0,000100493;9,85656E-05;9,85656E-05
35;9,70997E-05;0,000106121;0,000110059;0,000106621;0,000109863;0,000109863
36;0,00012045;0,000117726;0,000105554;0,000110787;9,97426E-05;9,97426E-05
37;0,000116895;0,000115227;0,000117321;0,000117282;0,000113334;0,000113334
38;0,000114134;0,000128211;0,00013116;0,000108456;0,000104869;0,000104869
