;2025;2030;2035;2040;2045;2050
0;0,000129974;0,000129974;0,000129974;0,000129974;0,000129974;0,000129974
1;0,0001335;0,0001335;0,0001335;0,0001335;0,0001335;0,0001335
2;0,000136019;0,000136019;0,000136019;0,000136019;0,000136019;0,000136019
3;0,000146598;0,000146598;0,000146598;0,000146598;0,000146598;0,000146598
4;0,000175817;0,000175817;0,000175817;0,000175817;0,000175817;0,000175817
5;0,000255917;0,000255917;0,000255917;0,000255917;0,000255917;0,000255917
6;0,000255414;0,000255414;0,000255414;0,000255414;0,000255414;0,000255414
7;0,000241812;0,000241812;0,000241812;0,000241812;0,000241812;0,000241812
8;0,000245842;0,000245842;0,000245842;0,000245842;0,000245842;0,000245842
9;0,000241812;0,000241812;0,000241812;0,000241812;0,000241812;0,000241812
10;0,000234255;0,000234255;0,000234255;0,000234255;0,000234255;0,000234255
11;0,000227706;0,000227706;0,000227706;0,000227706;0,000227706;0,000227706
12;0,000225691;0,000225691;0,000225691;0,000225691;0,000225691;0,000225691
13;0,000220653;0,000220653;0,000220653;0,000220653;0,000220653;0,000220653
14;0,000220149;0,000220149;0,000220149;0,000220149;0,000220149;0,000220149
15;0,000222165;0,000222165;0,000222165;0,000222165;0,000222165;0,000222165
16;0,000230729;0,000230729;0,000230729;0,000230729;0,000230729;0,000230729
17;0,000238285;0,000238285;0,000238285;0,000238285;0,000238285;0,000238285
18;0,000241308;0,000241308;0,000241308;0,000241308;0,000241308;0,000241308
19;0,000239797;0,000239797;0,000239797;0,000239797;0,000239797;0,000239797
20;0,00023224;0,00023224;0,00023224;0,00023224;0,00023224;0,00023224
21;0,000213097;0,000213097;0,000213097;0,000213097;0,000213097;0,000213097
22;0,000189419;0,000189419;0,000189419;0,000189419;0,000189419;0,000189419
23;0,000139546;0,000139546;0,000139546;0,000139546;0,000139546;0,000139546
24;0,000135748;0,000135748;0,000135748;0,000135748;0,000135748;0,000135748
25;0,000139431;0,000139431;0,000139431;0,000139431;0,000139431;0,000139431
26;0,000142062;0,000142062;0,000142062;0,000142062;0,000142062;0,000142062
27;0,000153111;0,000153111;0,000153111;0,000153111;0,000153111;0,000153111
28;0,000183628;0,000183628;0,000183628;0,000183628;0,000183628;0,000183628
29;0,000267286;0,000267286;0,000267286;0,000267286;0,000267286;0,000267286
30;0,00026676;0,00026676;0,00026676;0,00026676;0,00026676;0,00026676
31;0,000252554;0,000252554;0,000252554;0,000252554;0,000252554;0,000252554
